seed	variant_score	baseline_score	delta_variant_minus_baseline
3014	287.049620102696	287.049620102696	+0.000000000000
3006	90.086249580463	90.086249580463	+0.000000000000
3003	50.155808678398	50.155808678398	+0.000000000000
3000	207.081662335939	207.081662335939	+0.000000000000
2996	244.988517751016	244.988517751016	+0.000000000000
2990	166.414575286117	166.414575286117	+0.000000000000
2986	138.646338760699	138.646338760699	+0.000000000000
2981	106.282423003568	106.282423003568	+0.000000000000
2978	262.785933142666	262.785933142666	+0.000000000000
2974	52.893412462131	52.893412462131	+0.000000000000
2972	160.476724281982	160.476724281982	+0.000000000000
2970	94.603833183012	94.603833183012	+0.000000000000
2969	288.509156774103	288.509156774103	+0.000000000000
2963	224.231553057445	224.231553057445	+0.000000000000
2962	217.755224166485	217.755224166485	+0.000000000000
2957	162.481460857311	162.481460857311	+0.000000000000
2955	85.737156423883	85.737156423883	+0.000000000000
2952	263.105987947779	263.105987947779	+0.000000000000
2948	74.749022164105	74.749022164105	+0.000000000000
2943	252.343254402836	252.343254402836	+0.000000000000
2941	120.923595580357	120.923595580357	+0.000000000000
2939	227.845189724184	227.845189724184	+0.000000000000
2938	106.698282005342	106.698282005342	+0.000000000000
2936	53.673855552341	53.673855552341	+0.000000000000
2932	150.658374872989	150.658374872989	+0.000000000000
2928	151.121746055208	151.121746055208	+0.000000000000
2926	335.649743668050	335.649743668050	+0.000000000000
2925	54.330950730364	54.330950730364	+0.000000000000
2923	324.870660873969	324.870660873969	+0.000000000000
2922	136.017350294080	136.017350294080	+0.000000000000
2921	306.763316032405	306.763316032405	+0.000000000000
2914	351.764511206932	351.764511206932	+0.000000000000
2912	185.119031167905	185.119031167905	+0.000000000000
2908	45.177079145903	45.177079145903	+0.000000000000
2906	182.459008522044	182.459008522044	+0.000000000000
2901	332.310451948486	332.310451948486	+0.000000000000
2900	71.966607293819	71.966607293819	+0.000000000000
2893	365.279689589741	365.279689589741	+0.000000000000
2884	122.811009721331	122.811009721331	+0.000000000000
2869	42.188171665925	42.188171665925	+0.000000000000
2868	300.456678704761	300.456678704761	+0.000000000000
2866	55.875820965101	55.875820965101	+0.000000000000
2865	174.229570836357	174.229570836357	+0.000000000000
2862	330.677214070681	330.677214070681	+0.000000000000
2861	101.622219163827	101.622219163827	+0.000000000000
2859	106.505307563915	106.505307563915	+0.000000000000
2858	33.069907241519	33.069907241519	+0.000000000000
2855	64.700187766872	64.700187766872	+0.000000000000
2854	328.372095999732	328.372095999732	+0.000000000000
2853	159.574708014846	159.574708014846	+0.000000000000
2843	353.068585529787	353.068585529787	+0.000000000000
2838	149.080360312160	149.080360312160	+0.000000000000
2836	102.511179113689	102.511179113689	+0.000000000000
2831	50.783231960096	50.783231960096	+0.000000000000
2830	254.036184482732	254.036184482732	+0.000000000000
2820	81.309355106707	81.309355106707	+0.000000000000
2817	101.165179971459	101.165179971459	+0.000000000000
2813	200.659368840825	200.659368840825	+0.000000000000
2812	48.754175060062	48.754175060062	+0.000000000000
2809	189.313124217552	189.313124217552	+0.000000000000
2805	221.405539323112	221.405539323112	+0.000000000000
2801	44.204097262433	44.204097262433	+0.000000000000
2797	250.700287979270	250.700287979270	+0.000000000000
2794	239.707888301826	239.707888301826	+0.000000000000
2787	201.267470857227	201.267470857227	+0.000000000000
2784	36.521272388861	36.521272388861	+0.000000000000
2783	272.674362657522	272.674362657522	+0.000000000000
2774	111.352489831766	111.352489831766	+0.000000000000
2772	318.664004904783	318.664004904783	+0.000000000000
2767	313.145645126568	313.145645126568	+0.000000000000
2766	370.974442983119	370.974442983119	+0.000000000000
2764	41.751259624058	41.751259624058	+0.000000000000
2761	38.480577448928	38.480577448928	+0.000000000000
2760	279.412095519525	279.412095519525	+0.000000000000
2749	290.839462149064	290.839462149064	+0.000000000000
2748	113.767700634120	113.767700634120	+0.000000000000
2745	82.517600810826	82.517600810826	+0.000000000000
2742	271.463951704518	271.463951704518	+0.000000000000
2740	204.239224828039	204.239224828039	+0.000000000000
2738	35.689060367910	35.689060367910	+0.000000000000
